,year,month,day,departure time,scheduled departure time,departure delay,arrival time,scheduled arrival time,arrival delay,carrier,flight,tailnum,origin,dest,air time,distance
80339,2013,11,27,1129.0,morning,-6.0,1438.0,1439,-1.0,DL,1875,N335NB,LGA,TPA,169.0,1010
140358,2013,3,5,1441.0,afternoon,-3.0,1729.0,1739,-10.0,B6,393,N531JB,LGA,MCO,136.0,950
135483,2013,2,28,842.0,morning,-2.0,1129.0,1155,-26.0,UA,1162,N87527,EWR,SEA,321.0,2402
109058,2013,12,29,1332.0,afternoon,22.0,1700.0,1606,54.0,B6,505,N663JB,EWR,FLL,165.0,1065
124893,2013,2,16,1454.0,afternoon,-11.0,1959.0,2000,-1.0,B6,703,N807JB,JFK,SJU,213.0,1598
101483,2013,12,20,1725.0,afternoon,-5.0,1905.0,1914,-9.0,B6,1185,N309JB,JFK,RDU,76.0,427
212940,2013,5,21,2356.0,evening,-3.0,347.0,345,2.0,B6,701,N562JB,JFK,SJU,204.0,1598
336202,2013,9,30,1233.0,afternoon,4.0,1344.0,1347,-3.0,B6,2502,N193JB,JFK,BUF,51.0,301
249042,2013,6,29,1209.0,morning,10.0,1458.0,1449,9.0,UA,1627,N37434,EWR,PBI,146.0,1023
134949,2013,2,27,1720.0,afternoon,82.0,1823.0,1715,68.0,UA,1116,N76288,EWR,BOS,35.0,200
106961,2013,12,27,653.0,morning,-1.0,852.0,927,-35.0,UA,343,N574UA,LGA,DEN,218.0,1620
200434,2013,5,8,1525.0,afternoon,15.0,1815.0,1825,-10.0,UA,1172,N77431,EWR,SFO,318.0,2565
254321,2013,7,5,1032.0,morning,3.0,1335.0,1320,15.0,B6,1,N662JB,JFK,FLL,167.0,1069
294331,2013,8,15,2337.0,evening,42.0,55.0,19,36.0,B6,2002,N283JB,JFK,BUF,51.0,301
288869,2013,8,10,1025.0,morning,0.0,1303.0,1308,-5.0,B6,925,N659JB,JFK,TPA,139.0,1005
169155,2013,4,5,751.0,morning,-5.0,1110.0,1047,23.0,B6,341,N633JB,JFK,SRQ,171.0,1041
265042,2013,7,16,1615.0,afternoon,20.0,1914.0,1904,10.0,DL,2459,N3742C,JFK,MCO,120.0,944
51264,2013,10,27,804.0,morning,-1.0,1056.0,1123,-27.0,DL,1271,N912DL,JFK,FLL,149.0,1069
41728,2013,10,16,1748.0,afternoon,-7.0,1931.0,1934,-3.0,UA,691,N848UA,LGA,ORD,131.0,733
105551,2013,12,25,1329.0,afternoon,4.0,1632.0,1648,-16.0,UA,1230,N26123,EWR,LAX,330.0,2454
134794,2013,2,27,1441.0,afternoon,71.0,1756.0,1629,87.0,B6,431,N568JB,LGA,SRQ,167.0,1047
230135,2013,6,9,1709.0,afternoon,-6.0,1823.0,1829,-6.0,B6,1176,N187JB,EWR,BOS,44.0,200
106503,2013,12,26,1530.0,afternoon,-5.0,1828.0,1853,-25.0,DL,1935,N916DL,LGA,TPA,152.0,1010
137089,2013,3,1,1957.0,evening,-3.0,2100.0,2143,-43.0,DL,1713,N321US,JFK,BOS,39.0,187
282335,2013,8,3,1505.0,afternoon,-3.0,1614.0,1622,-8.0,UA,1425,N24211,EWR,BOS,46.0,200
102838,2013,12,22,1032.0,morning,188.0,1311.0,1024,167.0,UA,608,N848UA,EWR,TPA,145.0,997
22603,2013,1,27,727.0,morning,-8.0,1013.0,1047,-34.0,B6,341,N659JB,JFK,SRQ,146.0,1041
98109,2013,12,17,841.0,morning,71.0,1131.0,1018,73.0,UA,559,N673UA,EWR,IAH,196.0,1400
210483,2013,5,19,1320.0,afternoon,5.0,1602.0,1616,-14.0,UA,1217,N58101,EWR,LAX,314.0,2454
130237,2013,2,22,1215.0,afternoon,-1.0,1550.0,1555,-5.0,UA,1227,N24211,EWR,PHX,306.0,2133
186118,2013,4,23,851.0,morning,-4.0,1100.0,1109,-9.0,DL,2239,N787NC,EWR,DTW,79.0,488
76166,2013,11,22,1751.0,afternoon,26.0,2040.0,2028,12.0,UA,212,N422UA,EWR,IAH,194.0,1400
83240,2013,12,1,655.0,morning,-5.0,827.0,836,-9.0,UA,331,N833UA,LGA,ORD,116.0,733
316944,2013,9,9,1613.0,afternoon,-1.0,1710.0,1734,-24.0,UA,568,N419UA,EWR,BOS,40.0,200
168336,2013,4,4,1029.0,morning,25.0,1226.0,1220,6.0,DL,2319,N317US,LGA,MSP,147.0,1020
248450,2013,6,28,1910.0,afternoon,154.0,2026.0,1805,141.0,B6,918,N373JB,JFK,BOS,42.0,187
22235,2013,1,26,1441.0,afternoon,-4.0,1735.0,1745,-10.0,B6,153,N638JB,JFK,MCO,141.0,944
177720,2013,4,14,1241.0,afternoon,-8.0,1548.0,1556,-8.0,UA,1681,N37274,LGA,IAH,223.0,1416
162436,2013,3,28,2355.0,evening,0.0,337.0,340,-3.0,B6,739,N760JB,JFK,PSE,196.0,1617
319620,2013,9,12,1237.0,morning,38.0,1347.0,1259,48.0,B6,1191,N187JB,JFK,ACK,47.0,199
140031,2013,3,5,810.0,morning,-5.0,1031.0,1045,-14.0,DL,914,N370NW,LGA,DEN,229.0,1620
189600,2013,4,26,1859.0,evening,59.0,2244.0,2136,68.0,UA,1127,N17233,EWR,SFO,338.0,2565
232320,2013,6,11,2122.0,evening,26.0,2215.0,2223,-8.0,UA,1116,N77525,EWR,BOS,37.0,200
294193,2013,8,15,1929.0,evening,-1.0,2208.0,2232,-24.0,DL,1435,N975DL,LGA,TPA,142.0,1010
202694,2013,5,10,1919.0,evening,79.0,2112.0,1938,94.0,UA,691,N834UA,LGA,ORD,143.0,733
67390,2013,11,13,1327.0,afternoon,27.0,1435.0,1428,7.0,UA,1734,N18119,EWR,ORD,108.0,719
229586,2013,6,9,717.0,morning,17.0,948.0,1010,-22.0,DL,763,N195DN,JFK,LAX,309.0,2475
269906,2013,7,21,1829.0,evening,-1.0,2217.0,2155,22.0,UA,389,N502UA,JFK,SFO,342.0,2586
289528,2013,8,11,749.0,morning,-11.0,1010.0,1016,-6.0,DL,2457,N325NB,LGA,MSY,167.0,1183
186859,2013,4,24,37.0,evening,107.0,141.0,2358,103.0,B6,1018,N821JB,JFK,BOS,42.0,187
206891,2013,5,15,1356.0,afternoon,-5.0,1500.0,1515,-15.0,B6,1002,N247JB,JFK,BOS,42.0,187
287623,2013,8,9,518.0,morning,3.0,725.0,725,0.0,UA,1258,N12216,EWR,DEN,225.0,1605
32524,2013,10,6,2208.0,afternoon,323.0,20.0,1912,308.0,DL,2042,N309US,EWR,ATL,107.0,746
247553,2013,6,27,2029.0,evening,94.0,42.0,2216,146.0,B6,669,N571JB,JFK,SJC,362.0,2569
323022,2013,9,16,913.0,morning,-2.0,1144.0,1213,-29.0,DL,1885,N321NB,LGA,MCO,132.0,950
307935,2013,8,30,1201.0,afternoon,-4.0,1410.0,1451,-41.0,UA,1421,N76517,EWR,IAH,175.0,1400
188825,2013,4,26,553.0,morning,-7.0,651.0,704,-13.0,B6,1002,N804JB,JFK,BOS,34.0,187
328938,2013,9,22,1622.0,afternoon,-3.0,1836.0,1756,40.0,DL,402,N315NB,JFK,BOS,36.0,187
47464,2013,10,22,2058.0,evening,-1.0,55.0,58,-3.0,DL,347,N3750D,JFK,SJU,199.0,1598
100999,2013,12,20,840.0,morning,-2.0,1144.0,1141,3.0,B6,1025,N715JB,JFK,TPA,146.0,1005
55126,2013,10,31,757.0,morning,-3.0,935.0,929,6.0,UA,1177,N71411,EWR,ORD,118.0,719
148571,2013,3,14,855.0,morning,-5.0,1117.0,1135,-18.0,UA,1643,N67134,EWR,DEN,217.0,1605
194290,2013,5,1,2000.0,evening,20.0,2306.0,2252,14.0,DL,1854,N931DL,LGA,FLL,143.0,1076
1494,2013,1,2,1708.0,afternoon,8.0,2035.0,2028,7.0,UA,1259,N24633,LGA,IAH,238.0,1416
114227,2013,2,4,1459.0,afternoon,-1.0,1626.0,1639,-13.0,UA,685,N461UA,LGA,ORD,129.0,733
163896,2013,3,30,1541.0,afternoon,-4.0,1904.0,1919,-15.0,DL,1773,N645DL,JFK,SLC,291.0,1990
170937,2013,4,7,855.0,morning,-5.0,1108.0,1129,-21.0,DL,485,N303DQ,EWR,ATL,113.0,746
33395,2013,10,7,2132.0,evening,152.0,15.0,2151,144.0,B6,883,N583JB,JFK,MCO,135.0,944
280151,2013,8,1,930.0,morning,-5.0,1246.0,1221,25.0,B6,223,N821JB,JFK,LAX,313.0,2475
122320,2013,2,13,1726.0,afternoon,0.0,2021.0,2048,-27.0,UA,1593,N14250,EWR,PDX,328.0,2434
86857,2013,12,4,1804.0,evening,-12.0,1935.0,2008,-33.0,UA,1053,N14731,EWR,CLE,63.0,404
322014,2013,9,15,843.0,morning,-4.0,1152.0,1151,1.0,UA,1735,N77518,EWR,LAX,321.0,2454
331654,2013,9,25,1257.0,afternoon,-3.0,1416.0,1430,-14.0,UA,1734,N26123,EWR,ORD,113.0,719
121878,2013,2,13,907.0,morning,-3.0,1108.0,1055,13.0,B6,1103,N197JB,JFK,RDU,92.0,427
288648,2013,8,10,626.0,morning,-4.0,918.0,924,-6.0,B6,929,N595JB,JFK,RSW,152.0,1074
307230,2013,8,29,1634.0,afternoon,-1.0,1904.0,1938,-34.0,B6,89,N584JB,JFK,SAN,291.0,2446
211536,2013,5,20,1452.0,afternoon,8.0,1836.0,1844,-8.0,B6,705,N659JB,JFK,SJU,194.0,1598
21341,2013,1,25,1254.0,afternoon,-5.0,1428.0,1436,-8.0,UA,1249,N14121,EWR,ORD,121.0,719
272460,2013,7,24,1048.0,morning,-1.0,1304.0,1308,-4.0,UA,454,N509UA,EWR,LAS,296.0,2227
171333,2013,4,7,1619.0,afternoon,4.0,1826.0,1832,-6.0,DL,1619,N365NW,LGA,MSP,170.0,1020
265385,2013,7,16,2258.0,evening,13.0,16.0,2359,17.0,B6,1816,N238JB,JFK,SYR,39.0,209
124626,2013,2,16,833.0,morning,4.0,1147.0,1205,-18.0,UA,1480,N58101,EWR,SFO,335.0,2565
103251,2013,12,22,1829.0,evening,-1.0,2210.0,2205,5.0,B6,669,N598JB,JFK,SJC,350.0,2569
46501,2013,10,21,2103.0,evening,4.0,41.0,58,-17.0,DL,347,N3759,JFK,SJU,196.0,1598
257724,2013,7,9,649.0,morning,-6.0,1105.0,1101,4.0,DL,315,N663DN,JFK,SJU,225.0,1598
158674,2013,3,25,758.0,morning,-2.0,1011.0,1004,7.0,B6,1273,N283JB,JFK,CHS,109.0,636
336249,2013,9,30,1315.0,afternoon,-5.0,1552.0,1625,-33.0,UA,436,N477UA,EWR,FLL,141.0,1065
163156,2013,3,29,1737.0,afternoon,7.0,2026.0,2028,-2.0,UA,1178,N17133,EWR,IAH,206.0,1400
259053,2013,7,10,1156.0,morning,23.0,1502.0,1451,11.0,UA,1201,N37434,EWR,SFO,341.0,2565
27755,2013,10,1,1754.0,evening,-6.0,2102.0,2103,-1.0,B6,263,N599JB,JFK,SEA,338.0,2422
138710,2013,3,3,1913.0,evening,5.0,2207.0,2214,-7.0,UA,1637,N45440,EWR,TPA,132.0,997
312268,2013,9,4,1342.0,afternoon,-3.0,1609.0,1633,-24.0,B6,581,N615JB,JFK,HOU,184.0,1428
61204,2013,11,6,1829.0,evening,-1.0,2101.0,2110,-9.0,DL,87,N3736C,JFK,ATL,112.0,760
139666,2013,3,4,1845.0,evening,0.0,2204.0,2210,-6.0,B6,171,N568JB,JFK,SMF,341.0,2521
142151,2013,3,7,1250.0,morning,95.0,1539.0,1424,75.0,B6,673,N641JB,JFK,LAX,332.0,2475
282638,2013,8,3,2115.0,evening,-1.0,2244.0,2249,-5.0,B6,702,N318JB,JFK,BUF,57.0,301
283988,2013,8,5,1138.0,morning,-7.0,1345.0,1359,-14.0,DL,401,N308DE,EWR,ATL,108.0,746
147563,2013,3,13,827.0,morning,-3.0,1102.0,1108,-6.0,DL,269,N933DL,JFK,ATL,130.0,760
75675,2013,11,22,910.0,morning,-5.0,1230.0,1235,-5.0,DL,874,N365NB,LGA,MIA,155.0,1096
207681,2013,5,16,958.0,morning,-2.0,1326.0,1329,-3.0,DL,1765,N702TW,JFK,SFO,349.0,2586
148952,2013,3,14,1559.0,afternoon,-1.0,1822.0,1847,-25.0,DL,1387,N3732J,JFK,DEN,224.0,1626
165417,2013,4,1,1110.0,morning,-5.0,1421.0,1416,5.0,DL,1875,N324US,LGA,TPA,151.0,1010
123201,2013,2,14,1636.0,afternoon,-4.0,1812.0,1820,-8.0,UA,530,N833UA,EWR,CLE,72.0,404
323643,2013,9,16,1945.0,evening,10.0,2226.0,2229,-3.0,B6,225,N556JB,JFK,TPA,136.0,1005
253489,2013,7,4,816.0,morning,0.0,1059.0,1111,-12.0,UA,1401,N37434,EWR,MIA,146.0,1085
258482,2013,7,9,2009.0,evening,2.0,22.0,2359,23.0,UA,1244,N39463,EWR,SJU,206.0,1608
288256,2013,8,9,1717.0,afternoon,17.0,1940.0,1912,28.0,B6,1119,N183JB,JFK,CLT,114.0,541
144129,2013,3,9,1355.0,afternoon,-4.0,1700.0,1724,-24.0,UA,257,N532UA,JFK,SFO,333.0,2586
172922,2013,4,9,949.0,morning,4.0,1122.0,1124,-2.0,B6,885,N283JB,JFK,RDU,65.0,427
139603,2013,3,4,1732.0,afternoon,2.0,2026.0,2028,-2.0,UA,1712,N12109,EWR,IAH,193.0,1400
288423,2013,8,9,2014.0,evening,74.0,2245.0,2143,62.0,DL,2454,N3746H,JFK,DEN,218.0,1626
35778,2013,10,10,1019.0,morning,-1.0,1256.0,1310,-14.0,B6,925,N827JB,JFK,TPA,138.0,1005
296084,2013,8,17,2122.0,evening,-1.0,2350.0,2359,-9.0,UA,265,N486UA,EWR,IAH,187.0,1400
38406,2013,10,13,1059.0,morning,-6.0,1325.0,1357,-32.0,DL,695,N974DL,JFK,MCO,122.0,944
65245,2013,11,11,945.0,morning,-2.0,1416.0,1430,-14.0,B6,403,N594JB,JFK,SJU,188.0,1598
229361,2013,6,8,1811.0,evening,-7.0,2101.0,2120,-19.0,B6,35,N665JB,JFK,PBI,147.0,1028
117596,2013,2,8,916.0,morning,26.0,1249.0,1148,61.0,B6,59,N618JB,JFK,TPA,148.0,1005
14914,2013,1,17,2246.0,evening,-4.0,3.0,7,-4.0,B6,30,N348JB,JFK,ROC,57.0,264
19998,2013,1,23,2249.0,evening,4.0,2352.0,2357,-5.0,B6,128,N712JB,JFK,BTV,48.0,266
116315,2013,2,6,1909.0,evening,10.0,2230.0,2246,-16.0,B6,179,N506JB,JFK,PHX,298.0,2153
279669,2013,7,31,1832.0,evening,-3.0,2022.0,2046,-24.0,DL,2019,N341NW,LGA,MSP,141.0,1020
194817,2013,5,2,1305.0,afternoon,-4.0,1412.0,1424,-12.0,B6,604,N258JB,JFK,PWM,48.0,273
262363,2013,7,13,1940.0,evening,0.0,2300.0,2255,5.0,B6,161,N760JB,JFK,SMF,310.0,2521
4660,2013,1,6,1256.0,afternoon,4.0,1610.0,1555,15.0,B6,85,N807JB,JFK,FLL,176.0,1069
19829,2013,1,23,1819.0,evening,19.0,1915.0,1915,0.0,B6,1016,N197JB,JFK,BOS,43.0,187
99708,2013,12,18,1944.0,evening,29.0,2305.0,2219,46.0,DL,2159,N907DE,JFK,MCO,130.0,944
182586,2013,4,19,1107.0,morning,-8.0,1352.0,1406,-14.0,DL,695,N907DE,JFK,MCO,133.0,944
330134,2013,9,23,1930.0,evening,-5.0,2230.0,2242,-12.0,UA,208,N812UA,EWR,SEA,312.0,2402
151581,2013,3,17,1533.0,afternoon,3.0,1933.0,1922,11.0,DL,1322,N727TW,JFK,SFO,367.0,2586
280200,2013,8,1,1026.0,morning,-2.0,1406.0,1339,27.0,UA,1150,N37471,EWR,SFO,337.0,2565
176078,2013,4,12,1454.0,afternoon,-5.0,1836.0,1801,35.0,B6,153,N537JB,JFK,MCO,146.0,944
245396,2013,6,25,1707.0,afternoon,77.0,1954.0,1900,54.0,UA,1151,N79402,EWR,SEA,320.0,2402
228404,2013,6,7,1726.0,afternoon,0.0,1930.0,2009,-39.0,UA,1472,N38451,EWR,LAS,278.0,2227
131817,2013,2,24,1046.0,morning,-6.0,1154.0,1223,-29.0,UA,701,N414UA,EWR,ORD,111.0,719
317678,2013,9,10,1210.0,afternoon,-5.0,1455.0,1509,-14.0,DL,1685,N327NW,LGA,MCO,124.0,950
121084,2013,2,12,1123.0,morning,-7.0,1417.0,1445,-28.0,UA,703,N510UA,JFK,LAX,325.0,2475
186585,2013,4,23,1803.0,afternoon,33.0,1918.0,1850,28.0,DL,2383,N356NW,LGA,PWM,44.0,269
315236,2013,9,7,1705.0,afternoon,-10.0,1807.0,1830,-23.0,B6,2580,N323JB,EWR,BOS,43.0,200
179233,2013,4,15,2108.0,evening,23.0,3.0,2353,10.0,B6,629,N249JB,JFK,HOU,201.0,1428
263723,2013,7,15,1028.0,morning,-2.0,1233.0,1240,-7.0,DL,2343,N357NW,EWR,ATL,94.0,746
80189,2013,11,27,835.0,morning,-1.0,958.0,953,5.0,B6,2280,N304JB,EWR,BOS,49.0,200
95802,2013,12,14,1604.0,afternoon,-6.0,1750.0,1743,7.0,UA,1177,N37456,EWR,ORD,122.0,719
145930,2013,3,11,1430.0,afternoon,8.0,1708.0,1715,-7.0,UA,1166,N14118,EWR,TPA,143.0,997
63587,2013,11,9,951.0,morning,-14.0,1203.0,1218,-15.0,DL,351,N902DE,LGA,MSP,159.0,1020
301325,2013,8,23,1049.0,morning,-6.0,1336.0,1358,-22.0,B6,971,N665JB,LGA,FLL,145.0,1076
223729,2013,6,2,2157.0,evening,148.0,2316.0,2107,129.0,UA,1265,N34282,EWR,ORD,108.0,719
124874,2013,2,16,1433.0,afternoon,-7.0,1539.0,1551,-12.0,B6,1010,N353JB,JFK,BOS,33.0,187
300288,2013,8,22,958.0,morning,-1.0,1325.0,1237,48.0,B6,483,N644JB,JFK,MCO,133.0,944
279373,2013,7,31,1415.0,afternoon,16.0,1637.0,1632,5.0,DL,2247,N914DN,LGA,ATL,113.0,762
126244,2013,2,18,831.0,morning,92.0,1113.0,938,95.0,DL,1547,N667DN,LGA,ATL,111.0,762
168135,2013,4,4,705.0,morning,5.0,1027.0,1009,18.0,DL,2003,N911DE,LGA,MIA,159.0,1096
104063,2013,12,23,1545.0,afternoon,1.0,1843.0,1822,21.0,DL,1705,N340NB,LGA,MSY,192.0,1183
124201,2013,2,15,1718.0,afternoon,-2.0,2121.0,2033,48.0,DL,1779,N337NW,LGA,FLL,209.0,1076
102902,2013,12,22,1159.0,afternoon,-1.0,1525.0,1535,-10.0,UA,766,N597UA,JFK,SFO,361.0,2586
64219,2013,11,10,828.0,morning,-2.0,1202.0,1152,10.0,UA,443,N589UA,JFK,LAX,343.0,2475
43484,2013,10,18,1443.0,afternoon,-2.0,1749.0,1758,-9.0,UA,841,N595UA,JFK,LAX,341.0,2475
216491,2013,5,25,1802.0,afternoon,17.0,2029.0,2045,-16.0,DL,2370,N376NW,LGA,PBI,129.0,1035
277352,2013,7,29,1355.0,afternoon,-4.0,1652.0,1632,20.0,DL,2247,N121DE,LGA,ATL,103.0,762
278477,2013,7,30,1545.0,afternoon,0.0,1943.0,2005,-22.0,DL,4,N396DA,JFK,SJU,196.0,1598
150311,2013,3,16,57.0,evening,132.0,201.0,2356,125.0,B6,128,N239JB,JFK,BTV,47.0,266
327933,2013,9,21,1110.0,morning,-5.0,1405.0,1405,0.0,DL,1275,N3742C,JFK,SLC,265.0,1990
315073,2013,9,7,1357.0,afternoon,-2.0,1620.0,1703,-43.0,B6,213,N506JB,JFK,LGB,300.0,2465
276349,2013,7,28,1254.0,afternoon,-1.0,1550.0,1541,9.0,UA,1692,N14121,EWR,MCO,155.0,937
309736,2013,9,1,1725.0,afternoon,-6.0,1841.0,1849,-8.0,B6,2580,N193JB,EWR,BOS,42.0,200
41270,2013,10,16,955.0,morning,-5.0,1118.0,1128,-10.0,UA,299,N816UA,EWR,ORD,120.0,719
75592,2013,11,22,804.0,morning,1.0,1055.0,1032,23.0,UA,561,N530UA,LGA,DEN,259.0,1620
235669,2013,6,15,1154.0,morning,-5.0,1448.0,1449,-1.0,UA,1656,N54241,EWR,PBI,152.0,1023
63994,2013,11,9,1839.0,evening,-6.0,2131.0,2147,-16.0,DL,2391,N980DL,JFK,TPA,154.0,1005
177543,2013,4,14,854.0,morning,-6.0,1158.0,1216,-18.0,DL,515,N316NB,LGA,MIA,169.0,1096
206551,2013,5,15,740.0,morning,-4.0,1016.0,1046,-30.0,UA,1701,N27239,EWR,FLL,139.0,1065
133872,2013,2,26,1425.0,afternoon,-1.0,1558.0,1636,-38.0,DL,1819,N339NW,LGA,MSP,134.0,1020
50951,2013,10,26,1625.0,afternoon,0.0,1737.0,1740,-3.0,UA,215,N503UA,EWR,BOS,39.0,200
254237,2013,7,5,849.0,morning,-4.0,1152.0,1212,-20.0,B6,15,N789JB,JFK,SFO,328.0,2586
124705,2013,2,16,957.0,morning,-3.0,1211.0,1241,-30.0,DL,1899,N365NB,LGA,MSY,174.0,1183
227979,2013,6,7,853.0,morning,-6.0,1129.0,1138,-9.0,DL,1747,N332NW,LGA,ATL,111.0,762
163883,2013,3,30,1525.0,afternoon,-5.0,1906.0,1916,-10.0,DL,1565,N723TW,JFK,SFO,359.0,2586
2503,2013,1,3,1830.0,evening,0.0,2141.0,2148,-7.0,UA,1030,N35204,EWR,LAX,313.0,2454
52658,2013,10,28,1548.0,afternoon,-7.0,1805.0,1828,-23.0,DL,1705,N341NW,LGA,MSY,159.0,1183
33075,2013,10,7,1502.0,afternoon,63.0,1658.0,1523,95.0,B6,2402,N337JB,JFK,BUF,55.0,301
212681,2013,5,21,1730.0,afternoon,0.0,1858.0,1904,-6.0,B6,38,N229JB,JFK,ROC,47.0,264
149660,2013,3,15,1058.0,morning,-8.0,1406.0,1431,-25.0,UA,642,N510UA,JFK,SFO,353.0,2586
249244,2013,6,29,1625.0,afternoon,90.0,1842.0,1710,92.0,DL,127,N369NB,JFK,DTW,85.0,509
182022,2013,4,18,1915.0,evening,75.0,2049.0,1937,72.0,UA,1657,N77520,LGA,ORD,118.0,733
300610,2013,8,22,1634.0,afternoon,51.0,1930.0,1909,21.0,DL,31,N386DA,JFK,SLC,260.0,1990
3554,2013,1,4,2048.0,evening,96.0,2332.0,2237,55.0,B6,87,N570JB,JFK,SLC,266.0,1990
333978,2013,9,27,1816.0,evening,-4.0,2057.0,2124,-27.0,B6,1013,N708JB,JFK,LGB,322.0,2465
185060,2013,4,22,751.0,morning,6.0,1136.0,1055,41.0,UA,1701,N76516,EWR,FLL,177.0,1065
329221,2013,9,22,2104.0,evening,42.0,2313.0,2246,27.0,B6,135,N618JB,JFK,PHX,284.0,2153
196438,2013,5,4,750.0,morning,-6.0,936.0,931,5.0,B6,1103,N351JB,JFK,RDU,71.0,427
191803,2013,4,29,1051.0,morning,-5.0,1338.0,1339,-1.0,B6,1183,N583JB,JFK,MCO,138.0,944
60358,2013,11,5,2038.0,evening,28.0,2153.0,2122,31.0,B6,418,N296JB,JFK,BOS,39.0,187
37827,2013,10,12,1353.0,afternoon,-7.0,1602.0,1634,-32.0,DL,2247,N918DE,LGA,ATL,100.0,762
295539,2013,8,17,909.0,morning,-6.0,1017.0,1036,-19.0,DL,867,N365NB,JFK,BOS,35.0,187
191642,2013,4,29,809.0,morning,-6.0,1037.0,1045,-8.0,DL,914,N371NW,LGA,DEN,220.0,1620
152510,2013,3,18,1441.0,afternoon,-4.0,1754.0,1801,-7.0,DL,1531,N316NB,LGA,RSW,169.0,1080
241833,2013,6,21,1858.0,evening,-2.0,2142.0,2226,-44.0,DL,2007,N3759,JFK,PDX,315.0,2454
170694,2013,4,6,1954.0,evening,39.0,2258.0,2227,31.0,UA,364,N814UA,EWR,LAX,334.0,2454
169149,2013,4,5,748.0,morning,-1.0,957.0,1020,-23.0,UA,495,N573UA,LGA,DEN,229.0,1620
291859,2013,8,13,1506.0,afternoon,1.0,1814.0,1750,24.0,UA,468,N539UA,EWR,TPA,153.0,997
172907,2013,4,9,926.0,morning,26.0,1205.0,1203,2.0,UA,421,N563UA,EWR,LAX,314.0,2454
59687,2013,11,5,858.0,morning,-2.0,1136.0,1130,6.0,DL,394,N990AT,EWR,ATL,112.0,746
220917,2013,5,30,1713.0,afternoon,-2.0,2028.0,2012,16.0,DL,503,N390DA,JFK,SAN,334.0,2446
3856,2013,1,5,1039.0,morning,-1.0,1316.0,1326,-10.0,B6,31,N568JB,JFK,MCO,141.0,944
332389,2013,9,26,824.0,morning,-5.0,1005.0,1021,-16.0,DL,1157,N345NB,EWR,MSP,139.0,1008
285222,2013,8,6,1556.0,afternoon,-3.0,1717.0,1730,-13.0,B6,1734,N339JB,JFK,BTV,46.0,266
93638,2013,12,12,828.0,morning,-2.0,1032.0,1037,-5.0,DL,2119,N365NW,LGA,MSP,154.0,1020
63662,2013,11,9,1146.0,morning,-5.0,1440.0,1459,-19.0,B6,323,N636JB,JFK,LAX,335.0,2475
185463,2013,4,22,1523.0,afternoon,0.0,1811.0,1819,-8.0,UA,1405,N73291,EWR,MCO,145.0,937
102179,2013,12,21,1353.0,afternoon,-6.0,1559.0,1606,-7.0,B6,1373,N353JB,JFK,CHS,98.0,636
116265,2013,2,6,1815.0,evening,7.0,2102.0,2106,-4.0,UA,1269,N76504,EWR,PBI,140.0,1023
49607,2013,10,25,756.0,morning,-4.0,1055.0,1117,-22.0,DL,2431,N988DL,JFK,MIA,156.0,1089
251579,2013,7,2,800.0,morning,0.0,1054.0,1102,-8.0,DL,1271,N3760C,JFK,FLL,145.0,1069
113582,2013,2,3,1916.0,evening,-2.0,2203.0,2228,-25.0,UA,492,N485UA,EWR,FLL,149.0,1065
148317,2013,3,13,2151.0,evening,13.0,45.0,29,16.0,B6,383,N562JB,LGA,FLL,154.0,1076
260564,2013,7,11,2213.0,evening,72.0,153.0,100,53.0,B6,1103,N789JB,JFK,SJU,193.0,1598
221279,2013,5,31,627.0,morning,-3.0,740.0,800,-20.0,B6,905,N274JB,JFK,ORD,117.0,740
167284,2013,4,3,913.0,morning,2.0,1215.0,1223,-8.0,UA,45,N77430,EWR,MIA,155.0,1085
239893,2013,6,19,1939.0,evening,4.0,2303.0,2302,1.0,DL,87,N666DN,JFK,SLC,273.0,1990
31314,2013,10,5,1359.0,afternoon,0.0,1452.0,1511,-19.0,B6,118,N334JB,JFK,BOS,32.0,187
50380,2013,10,25,2050.0,evening,-4.0,2343.0,2359,-16.0,B6,523,N644JB,JFK,LAX,324.0,2475
62762,2013,11,8,1157.0,afternoon,-3.0,1427.0,1437,-10.0,DL,1947,N950DL,LGA,ATL,118.0,762
274520,2013,7,26,1154.0,afternoon,-6.0,1449.0,1436,13.0,DL,1947,N615DL,LGA,ATL,117.0,762
164795,2013,3,31,1709.0,afternoon,5.0,1928.0,1929,-1.0,UA,1148,N38443,EWR,DEN,236.0,1605
240066,2013,6,20,607.0,morning,-3.0,803.0,808,-5.0,DL,1919,N360NW,LGA,MSP,152.0,1020
80073,2013,11,27,656.0,morning,-4.0,1037.0,1002,35.0,DL,1879,N326NB,LGA,FLL,187.0,1076
248423,2013,6,28,1829.0,evening,24.0,2118.0,2040,38.0,DL,73,N3734B,JFK,ATL,118.0,760
184928,2013,4,22,552.0,morning,-8.0,921.0,854,27.0,B6,501,N651JB,JFK,FLL,180.0,1069
278559,2013,7,30,1658.0,afternoon,-2.0,2036.0,2018,18.0,DL,1163,N705TW,JFK,LAX,341.0,2475
226121,2013,6,5,1021.0,morning,0.0,1301.0,1306,-5.0,B6,57,N663JB,JFK,PBI,136.0,1028
16215,2013,1,19,1405.0,afternoon,0.0,1656.0,1705,-9.0,B6,63,N568JB,JFK,TPA,150.0,1005
